id_genera;id_generado;fecha
633;50555;22/05/1945
7952;50556;09/04/1967
8093;50557;28/05/1966
843;50558;26/04/1993
641;50559;20/10/1931
9136;50560;13/05/1977
3571;50561;11/11/1913
9157;50562;11/12/1956
6937;50563;02/01/2010
7349;50564;29/12/1906
7974;50565;24/05/2014
6988;50566;04/04/1942
9401;50567;23/07/1933
1753;50568;23/05/1991
10;50569;12/10/1983
7866;50570;13/06/1938
2531;50571;12/01/2000
9162;50572;02/12/1990
5292;50573;11/03/1912
2041;50574;28/02/2016
3274;50575;26/01/1911
1663;50576;30/05/1934
3791;50577;01/10/2008
5640;50578;14/06/1986
2230;50579;28/11/1903
4678;50580;13/10/1988
1452;50581;03/11/1913
1168;50582;29/10/1980
2669;50583;06/11/1929
684;50584;22/01/1967
2364;50585;22/01/1935
9717;50586;08/07/1974
9621;50587;04/01/1977
4053;50588;12/11/1976
9503;50589;14/01/1957
6710;50590;27/02/2003
7711;50591;23/10/1922
6577;50592;30/04/2014
2251;50593;16/11/1924
2125;50594;08/10/2007
5330;50595;12/03/1933
6186;50596;09/01/1934
4603;50597;02/05/1903
5606;50598;17/01/1906
1215;50599;15/05/2004
7324;50600;05/02/1962
6741;50601;29/09/1958
6229;50602;25/02/1968
7691;50603;03/04/1937
6533;50604;23/05/2019
2985;50605;29/01/2008
9221;50606;12/07/1968
567;50607;07/11/1920
5626;50608;23/12/1982
5299;50609;23/12/1995
8770;50610;20/05/1983
7747;50611;19/12/1934
5339;50612;19/07/1984
2932;50613;04/03/1992
3288;50614;10/08/1972
5285;50615;05/01/2000
1686;50616;05/07/1956
4428;50617;05/01/2000
4694;50618;09/09/1961
730;50619;08/02/1995
3860;50620;01/04/1920
8275;50621;23/02/1955
7563;50622;07/08/1910
830;50623;20/07/1905
5747;50624;06/07/1904
5287;50625;06/02/1913
2191;50626;10/08/2000
3322;50627;22/10/1962
3057;50628;13/09/1983
7325;50629;23/11/1966
4990;50630;01/07/2012
1993;50631;11/06/1971
3150;50632;27/11/1934
258;50633;31/12/1963
8669;50634;15/06/1927
5280;50635;17/12/1903
2029;50636;11/04/1981
8865;50637;08/04/1944
9344;50638;26/06/1951
244;50639;13/05/1952
5377;50640;29/10/1968
7216;50641;16/12/1902
5074;50642;20/10/1950
744;50643;14/01/1956
8726;50644;15/12/1981
6637;50645;07/05/1993
6849;50646;09/11/1995
8447;50647;06/09/1917
6537;50648;29/12/1965
1236;50649;21/06/2016
9293;50650;08/10/1953
3124;50651;13/01/1985
1251;50652;18/07/1918
1518;50653;01/12/1926
7010;50654;29/07/2016
2077;50655;05/01/1991
3239;50656;30/09/1998
4262;50657;24/11/1920
336;50658;29/12/1910
589;50659;12/07/1972
3341;50660;02/10/2017
390;50661;19/09/1987
9228;50662;18/06/1962
4280;50663;26/05/1936
400;50664;03/05/1911
4747;50665;03/11/1994
4564;50666;17/07/1977
4816;50667;07/09/1956
8652;50668;17/06/1917
7961;50669;27/01/1916
1216;50670;20/11/2015
7755;50671;17/02/2010
1851;50672;26/03/1944
513;50673;23/08/1921
5585;50674;10/04/1904
4163;50675;11/02/1996
1271;50676;27/09/1996
2411;50677;28/08/1960
227;50678;06/10/1944
3105;50679;01/07/1965
3694;50680;08/10/2009
8386;50681;01/05/1911
4813;50682;24/03/1946
6676;50683;13/02/2014
5570;50684;12/07/1947
9908;50685;14/04/2019
9867;50686;29/08/1916
4314;50687;10/08/1940
3480;50688;21/04/1987
5886;50689;27/03/1995
5561;50690;07/03/1945
4009;50691;08/02/1994
8206;50692;06/10/1908
711;50693;24/01/2014
4973;50694;18/02/1913
3467;50695;19/02/1998
6955;50696;28/08/1992
9478;50697;13/03/1913
4756;50698;19/10/1904
5508;50699;04/01/1930
7533;50700;19/05/1994
1622;50701;26/03/2008
4050;50702;08/06/1974
9916;50703;12/05/1948
1323;50704;09/12/2008
3923;50705;03/01/1945
5824;50706;12/07/1924
4754;50707;26/09/1953
4869;50708;27/03/1910
7738;50709;26/10/1955
7078;50710;20/03/1998
7274;50711;05/01/1987
4985;50712;24/01/1945
3188;50713;21/05/1960
4247;50714;22/04/2001
86;50715;12/12/2006
7058;50716;28/11/1983
5647;50717;16/09/1955
6841;50718;07/09/1921
1690;50719;07/01/1922
195;50720;05/11/1927
8271;50721;13/12/1950
8933;50722;02/01/1933
2264;50723;02/06/1923
7691;50724;18/04/1960
5535;50725;03/07/1991
5909;50726;02/12/1924
4444;50727;22/11/2008
2861;50728;16/04/1941
7810;50729;28/02/1913
6205;50730;10/04/1995
3320;50731;12/09/1900
1468;50732;23/11/2002
8356;50733;14/05/1922
1043;50734;10/06/1934
1328;50735;11/04/1935
8624;50736;17/11/1919
6747;50737;10/04/1928
8446;50738;13/12/1911
3900;50739;29/10/1924
7088;50740;02/01/1932
9562;50741;24/02/1962
4105;50742;10/10/1950
8854;50743;15/05/1993
4607;50744;21/09/1938
8320;50745;12/03/1991
220;50746;15/11/1930
8554;50747;09/05/1915
343;50748;23/06/1951
9253;50749;14/09/1989
8359;50750;19/04/1919
7830;50751;22/05/1990
2213;50752;11/11/1976
3417;50753;10/01/1987
9119;50754;31/03/1968
8342;50755;15/06/2013
2777;50756;30/06/1945
9153;50757;20/07/1923
460;50758;13/05/1999
3527;50759;30/04/1991
3662;50760;31/03/1999
4572;50761;18/01/1930
3336;50762;13/10/1984
1923;50763;16/11/1910
7201;50764;30/04/1914
2797;50765;24/02/2013
6210;50766;15/10/1998
3019;50767;08/02/1968
4474;50768;13/09/1977
5009;50769;15/05/1928
1563;50770;06/08/1953
3131;50771;24/06/1947
256;50772;03/08/2001
6825;50773;22/10/2002
4675;50774;12/01/1949
1726;50775;12/12/1905
5285;50776;17/10/1946
9841;50777;31/10/1946
8688;50778;01/12/2011
5019;50779;07/01/1955
6388;50780;11/03/1952
4032;50781;02/04/1979
1238;50782;07/08/1978
1172;50783;22/10/1936
1210;50784;06/12/2000
8192;50785;15/07/1931
4387;50786;04/12/1989
2861;50787;07/01/1938
2067;50788;27/06/1938
4835;50789;03/09/1982
237;50790;18/05/1988
1827;50791;29/08/1902
3472;50792;27/07/1919
3681;50793;04/07/2009
9489;50794;13/08/1966
1697;50795;05/01/1953
2309;50796;25/09/1911
7620;50797;01/03/1996
3328;50798;13/05/1947
9120;50799;25/08/1981
1957;50800;16/08/1912
7516;50801;18/06/1986
4205;50802;10/12/1988
6894;50803;08/08/1914
6067;50804;27/03/1949
3390;50805;17/07/1970
9315;50806;20/11/1928
3534;50807;27/06/1919
1859;50808;20/02/2005
2433;50809;30/07/1953
6749;50810;05/12/1947
6827;50811;01/07/1959
951;50812;10/08/1933
7965;50813;07/08/2000
8066;50814;24/01/1942
931;50815;09/10/1956
3066;50816;12/11/1965
6824;50817;22/03/1939
4729;50818;29/01/1922
9496;50819;21/03/1918
2306;50820;09/01/1934
3193;50821;12/08/1954
6142;50822;25/11/1963
3336;50823;19/05/1916
6011;50824;29/05/1989
2513;50825;19/08/2001
8772;50826;20/02/1951
6686;50827;12/07/1947
4437;50828;27/05/1967
2918;50829;28/10/1929
7570;50830;14/10/1983
9024;50831;10/02/2006
436;50832;03/03/1933
8833;50833;27/08/1951
1269;50834;19/04/1951
9179;50835;24/05/1935
6254;50836;18/04/1960
3652;50837;18/01/1956
5040;50838;24/04/1975
1761;50839;09/01/2007
7699;50840;30/11/1994
7451;50841;01/07/1909
8470;50842;18/06/1963
8118;50843;21/11/1946
7950;50844;28/03/1997
6892;50845;17/10/1963
2987;50846;15/03/1933
9078;50847;23/11/2016
6006;50848;27/02/1978
6432;50849;10/08/1997
1688;50850;26/03/1946
7252;50851;23/03/1922
2716;50852;23/05/1975
745;50853;17/03/2015
1888;50854;01/09/1977
8804;50855;13/02/1966
5172;50856;05/12/2010
7724;50857;30/09/1930
7258;50858;06/08/1991
9324;50859;09/09/1912
4688;50860;12/09/1915
9064;50861;10/05/1921
4926;50862;26/04/1951
2245;50863;13/03/1912
5142;50864;08/09/1941
1268;50865;01/07/2012
6777;50866;01/11/2003
4256;50867;16/12/1981
6826;50868;03/01/1939
3177;50869;19/09/1969
3404;50870;15/01/1918
3428;50871;14/11/1944
4113;50872;21/06/2014
1498;50873;08/06/1997
4888;50874;07/09/1959
9234;50875;29/08/1980
8255;50876;15/07/1913
336;50877;13/10/1985
3551;50878;01/04/1960
4487;50879;01/01/1957
6594;50880;03/10/1933
7084;50881;15/03/1970
9681;50882;15/10/1965
3693;50883;08/07/1984
3479;50884;27/12/1945
5796;50885;13/04/1949
9183;50886;06/09/1948
6133;50887;02/04/2001
440;50888;14/12/1967
8566;50889;01/06/2000
8600;50890;15/04/1942
9955;50891;03/07/1935
3008;50892;11/02/1939
2997;50893;11/09/1956
2275;50894;24/08/2001
2952;50895;23/12/1942
1237;50896;25/05/1924
6637;50897;11/07/1945
8098;50898;21/03/2014
8656;50899;31/07/1905
6263;50900;30/06/1930
7208;50901;05/11/1905
7482;50902;16/11/1925
3366;50903;10/10/1926
4767;50904;03/01/1989
3820;50905;08/03/2007
6603;50906;13/03/1961
2170;50907;22/11/1983
2621;50908;17/10/1948
719;50909;01/11/2013
7632;50910;08/10/1957
9662;50911;16/04/1956
2441;50912;13/08/1939
1823;50913;11/05/1951
5202;50914;08/08/1924
3300;50915;19/11/1935
2395;50916;04/03/1981
495;50917;08/09/1904
7511;50918;25/12/1993
6123;50919;05/07/1964
9315;50920;15/03/1940
3817;50921;30/01/1933
977;50922;12/01/1931
1230;50923;12/04/1989
9931;50924;27/11/2005
6747;50925;16/06/1998
5435;50926;08/08/1969
8010;50927;02/12/2018
5666;50928;31/03/1933
2236;50929;04/08/1971
2631;50930;08/12/1954
4388;50931;02/01/1935
5854;50932;28/06/1976
7111;50933;06/09/1998
3481;50934;05/02/1948
3685;50935;14/06/1957
6099;50936;05/08/1952
1277;50937;23/04/1926
5176;50938;24/09/1996
5493;50939;19/06/1990
3989;50940;09/03/1926
5364;50941;10/10/1989
991;50942;19/09/1965
522;50943;12/09/2011
6202;50944;05/03/1928
6056;50945;22/11/2008
3493;50946;04/05/1971
8593;50947;09/11/2008
5214;50948;02/06/2010
6941;50949;13/04/1933
898;50950;11/11/1952
1975;50951;03/08/1952
3626;50952;26/07/1910
1420;50953;26/08/1962
46;50954;15/03/2004
9776;50955;29/10/2012
2602;50956;28/06/1977
8005;50957;22/05/1972
9433;50958;21/10/2006
6475;50959;30/01/1940
3227;50960;07/02/1940
1512;50961;17/12/1935
4219;50962;11/07/2005
9234;50963;14/04/1902
1144;50964;29/10/1953
8368;50965;24/11/1988
9771;50966;30/01/1952
2679;50967;20/11/1948
6960;50968;15/02/1985
7495;50969;12/02/1932
5329;50970;12/06/1982
2815;50971;16/05/1967
7503;50972;04/11/2017
2198;50973;12/03/1907
3413;50974;23/01/1961
5234;50975;19/05/1942
5923;50976;12/06/1976
9106;50977;24/09/2003
5307;50978;13/04/1918
6740;50979;20/11/1978
3312;50980;01/12/1926
942;50981;28/10/1931
9485;50982;24/05/1938
4789;50983;15/11/1950
8389;50984;05/03/1948
5471;50985;08/07/1909
3169;50986;23/09/1909
5630;50987;11/05/1934
4092;50988;19/05/1998
6978;50989;23/02/1907
2341;50990;08/09/1997
8650;50991;22/05/2002
6879;50992;15/10/1974
5672;50993;27/04/1979
7055;50994;15/08/1924
568;50995;11/08/2009
8031;50996;10/02/1933
8807;50997;26/08/1911
5755;50998;21/02/1949
2450;50999;31/01/1957
2195;51000;12/10/1957
9635;51001;13/07/1918
252;51002;02/09/1943
4717;51003;26/08/1939
3512;51004;21/06/1938
9952;51005;16/10/1959
3828;51006;21/03/1989
1247;51007;01/02/1935
5650;51008;02/12/1907
2818;51009;04/12/1927
925;51010;08/05/1901
7139;51011;17/02/1989
1590;51012;11/11/1918
7965;51013;05/08/1998
417;51014;02/05/1980
293;51015;15/10/1918
9288;51016;15/03/1910
458;51017;10/04/2005
8412;51018;09/05/1936
7398;51019;22/11/1957
9292;51020;09/04/1908
1019;51021;14/01/1985
3169;51022;12/02/2004
7577;51023;06/12/1961
4813;51024;24/06/1952
3367;51025;08/12/2017
9979;51026;13/01/1927
4816;51027;14/12/2017
6701;51028;24/02/1906
3473;51029;20/11/1995
2514;51030;20/02/1948
6734;51031;29/05/1995
2719;51032;19/05/1998
8138;51033;24/08/1993
2320;51034;27/02/1923
6459;51035;17/12/1987
541;51036;14/07/1921
172;51037;26/08/1958
4266;51038;09/10/2000
9736;51039;04/09/1937
5542;51040;13/11/1934
9286;51041;16/10/2000
4787;51042;16/11/1924
3685;51043;08/08/1996
4438;51044;05/11/1940
9030;51045;19/05/2006
1334;51046;08/11/1974
4167;51047;02/05/1930
8270;51048;18/12/1942
6974;51049;28/02/1970
3143;51050;13/03/1959
3353;51051;13/03/1945
2108;51052;06/07/1911
9016;51053;11/11/1939
468;51054;01/09/1994
6272;51055;11/03/1988
2429;51056;28/06/1977
238;51057;30/04/1951
2687;51058;04/04/1973
4870;51059;20/09/1933
8064;51060;24/06/1906
4637;51061;20/01/1992
9081;51062;26/10/1979
7321;51063;25/08/2017
2590;51064;13/02/1928
1015;51065;20/09/1908
8082;51066;11/08/1975
3834;51067;21/04/1954
1579;51068;05/08/1983
4795;51069;30/06/1953
5911;51070;17/12/1935
2682;51071;07/09/1905
554;51072;08/05/1916
7428;51073;03/01/1972
9288;51074;29/09/1954
3720;51075;02/09/1933
4798;51076;01/09/1987
9986;51077;10/06/1962
7686;51078;13/04/1958
2738;51079;08/04/1903
4811;51080;26/12/1934
8629;51081;24/02/1945
7654;51082;31/03/1931
